index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.huffpost.com/entry/wildfires-burning-across-central-canada-force-evacuation-orders_n_683b97a3e4b08af1a43cea7f,https://www.huffpost.com/entry/wildfires-burning-across-central-canada-force-evacuation-orders_n_683b97a3e4b08af1a43cea7f,0,www.huffpost.com,Wildfires Burning Across Central Canada Force Evacuation Orders,"Resources to fight the fires and support the evacuees are stretched thin, said Saskatchewan Premier Scott Moe.",https://img.huffingtonpost.com/asset/683b9870160000270025b29e.jpeg?cache=tDk2jSf48t&ops=1200_630,2025-06-01T00:08:24Z,https://web.archive.org/web/20250601004206/https://www.huffpost.com/entry/wildfires-burning-across-central-canada-force-evacuation-orders_n_683b97a3e4b08af1a43cea7f,"Wildfire smoke above Highway 97, north of the Buckinghorse River near Trutch, British Columbia, Canada, on Friday, May 30, 2025. Wildfires are threatening about 5% of Canada's crude output as a blaze… [+6154 chars]",,en,'wildfire evacuation'
https://www.cbsnews.com/news/canadian-wildfires-force-evacuate/,https://www.cbsnews.com/news/canadian-wildfires-force-evacuate/,0,www.cbsnews.com,Canadian wildfires force tens of thousands to evacuate,More than 180 active wildfires were burning across Canada as of Saturday.,https://assets2.cbsnewsstatic.com/hub/i/r/2025/06/01/8ffc3977-1dbf-4970-a9db-1875dfa283e1/thumbnail/1200x630/8f9b49c0945bd90af57f1d04a2d6851f/gettyimages-2217302147.jpg?v=15603985a4508c8e7bc83d8e4e73c5d0,2025-06-01T01:19:25Z,https://web.archive.org/web/20250601013816/https://www.cbsnews.com/news/canadian-wildfires-force-evacuate/,"Roughly 17,000 residents in the Canadian province of Manitoba have been evacuated because of nearly two dozen active wildfires, officials said Saturday.
More than 5,000 of those are from Flin Flon, … [+4863 chars]",,en,'wildfire'
https://www.cbsnews.com/video/west-bakes-under-blistering-heat-midwest-contends-with-wildfire-smoke/,https://www.cbsnews.com/video/west-bakes-under-blistering-heat-midwest-contends-with-wildfire-smoke/,0,www.cbsnews.com,"West bakes under blistering heat, Midwest contends with wildfire smoke","Scorching temperatures were forecast across the West this weekend, while about 22 million Americans in the Midwest were under air quality alerts because of the hovering smoke from the more than 180 wildfires burning in Canada. Elise Preston has the latest.",https://assets1.cbsnewsstatic.com/hub/i/r/2025/06/01/5e70c73d-379f-4845-bbbe-da31430dd51a/thumbnail/1200x630/a484be186e5ecedb48a1485ed8c1bea2/west.jpg?v=15603985a4508c8e7bc83d8e4e73c5d0,2025-06-01T01:20:00Z,https://web.archive.org/web/20250601032526/https://www.cbsnews.com/video/west-bakes-under-blistering-heat-midwest-contends-with-wildfire-smoke/,Copyright ©2025 CBS Interactive Inc. All rights reserved.,,en,'wildfire smoke'
https://www.abc.net.au/news/2025-06-01/wildfires-burning-across-central-canada/105362992,https://www.abc.net.au/news/2025-06-01/wildfires-burning-across-central-canada/105362992,0,www.abc.net.au,Thousands evacuate wildfires burning across central Canada,"Provinces in Canada declare a state of emergency as fires burn through the country's interior, forcing residents to evacuate.",https://live-production.wcms.abc-cdn.net.au/d50485aa70ffa922f41a39f62ffe9b87?impolicy=wcms_watermark_news&cropH=698&cropW=1241&xPos=0&yPos=65&width=862&height=485&imformat=generic,2025-06-01T01:25:40Z,https://web.archive.org/web/20250601021834/https://www.abc.net.au/news/2025-06-01/wildfires-burning-across-central-canada/105362992,"About 17,000 residents have been evacuated as nearly two dozen wildfires rip through the Canadian province of Manitoba, officials say.
More than 5,000 of those residents are from the mining city Fli… [+2824 chars]",,en,'wildfire residents'
https://www.cbsnews.com/video/053125-cbs-weekend-news/,https://www.cbsnews.com/video/053125-cbs-weekend-news/,0,www.cbsnews.com,5/31: CBS Weekend News,"West bakes under blistering heat, Midwest contends with wildfire smoke; 14 million honeybees escape after truck rollover in Washington state",https://assets1.cbsnewsstatic.com/hub/i/r/2025/06/01/55608499-4401-401b-8af3-44e09c215960/thumbnail/1200x630/74ef4871b470e112b574e08b6aea121f/0531-wn-full-3797702-640x360.jpg?v=15603985a4508c8e7bc83d8e4e73c5d0,2025-06-01T02:41:26Z,https://web.archive.org/web/20250601031413/https://www.cbsnews.com/video/053125-cbs-weekend-news/,Copyright ©2025 CBS Interactive Inc. All rights reserved.,,en,'wildfire smoke'
https://www.cbc.ca/news/canada/manitoba/first-nations-wildfire-evacuees-winnipeg-hotels-1.7549255,https://www.cbc.ca/news/canada/manitoba/first-nations-wildfire-evacuees-winnipeg-hotels-1.7549255,0,www.cbc.ca,First Nations leaders call on governments to free up Winnipeg hotel space for Manitoba wildfire evacuees,First Nations leaders say hotels in Winnipeg and other major Manitoba cities are largely booked up as they continue to seek temporary housing for evacuees fleeing communities surrounded by wildfires.,https://i.cbc.ca/1.7549276.1748743490!/fileImage/httpImage/image.jpeg_gen/derivatives/16x9_1180/amc-grand-chief-kyra-wilson-may-31-2025-wildfire-presser-winnipeg.jpeg?im=Resize%3D620,2025-06-01T03:05:10Z,,First Nations leaders say hotels in Winnipeg and other major Manitoba cities are largely booked up as they continue to seek temporary housing for evacuees fleeing communities surrounded by wildfires.… [+5374 chars],,en,'wildfire hot'
https://economictimes.indiatimes.com/news/international/canada/no-rain-in-sight-as-manitoba-grapples-with-raging-wildfires-17000-evacuated-military-steps-in/articleshow/121545869.cms,https://economictimes.indiatimes.com/news/international/canada/no-rain-in-sight-as-manitoba-grapples-with-raging-wildfires-17000-evacuated-military-steps-in/articleshow/121545869.cms,0,economictimes.indiatimes.com,"No rain in sight as Manitoba grapples with raging wildfires; 17,000 evacuated, military steps in","Manitoba wildfires have destroyed 1.5 million acres across the two provinces of Saskatchewan and Manitoba. The situation is becoming more severe due to a lack of rainfall. The Flin Flon fire poses a significant threat, leading to the evacuation of 5,000 resid…","https://img.etimg.com/thumb/msid-121546045,width-1200,height-630,imgsize-2026477,overlay-economictimes/articleshow.jpg",2025-06-01T05:32:53Z,https://web.archive.org/web/20250601060150/https://economictimes.indiatimes.com/news/international/canada/no-rain-in-sight-as-manitoba-grapples-with-raging-wildfires-17000-evacuated-military-steps-in/articleshow/121545869.cms,"Its a situation Manitoba has never seen before, as large-scale wildfires burn in every region of the province at the same time- this is how Premier Wab Kinew describes the wildfire situation. The wor… [+1424 chars]",,en,'wildfire smoke'
https://www.yahoo.com/news/canadian-wildfire-smoke-prompts-air-123459867.html,https://www.yahoo.com/news/canadian-wildfire-smoke-prompts-air-123459867.html,0,www.yahoo.com,Canadian Wildfire Smoke Prompts Air Quality Alerts Across US,"Hazy conditions, caused by smoke from Canadian wildfires, are still threatening the air quality for millions in Midwest and all the way to the Southeast. The...",https://s.yimg.com/ny/api/res/1.2/KRB66.wtqn4C1pvuznLHgA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/nbcu_713/924744178b11a52ae9d41a22d9062018,2025-06-01T12:34:59Z,https://web.archive.org/web/20250601135812/https://www.yahoo.com/news/canadian-wildfire-smoke-prompts-air-123459867.html,"Hazy conditions, caused by smoke from Canadian wildfires, are still threatening the air quality for millions in Midwest and all the way to the Southeast. The dangerous air quality comes as millions i… [+151 chars]",,en,'wildfire smoke'
https://nypost.com/2025/06/01/us-news/canada-wildfires-cover-eastern-us-in-orange-haze-raising-air-quality-concerns/,https://nypost.com/2025/06/01/us-news/canada-wildfires-cover-eastern-us-in-orange-haze-raising-air-quality-concerns/,0,nypost.com,"Canada wildfires cover eastern US in orange haze, raising air quality concerns","A series of wildfires burning across central Canada sent smoke billowing into the U.S. over the weekend, with few signs that the blazes will subside anytime soon.",https://nypost.com/wp-content/uploads/sites/2/2025/06/105692785.jpg?quality=75&strip=all&w=1024,2025-06-01T14:28:05Z,https://web.archive.org/web/20250601145622/https://nypost.com/2025/06/01/us-news/canada-wildfires-cover-eastern-us-in-orange-haze-raising-air-quality-concerns/,"A series of wildfires burning across central Canada sent smoke billowing into the U.S. over the weekend, with few signs that the blazes will subside anytime soon.
The largest fires are burning in Ma… [+3655 chars]",,en,'wildfire'
https://www.cbc.ca/news/canada/manitoba/manitoba-pukatwagan-evacuation-wildfires-1.7549328,https://www.cbc.ca/news/canada/manitoba/manitoba-pukatwagan-evacuation-wildfires-1.7549328,0,www.cbc.ca,Pukatagawan residents arrive in Winnipeg as evacuation continues,Dozens of Pukatawagan residents who took a nearly 16-hour train ride to Winnipeg were among the latest to escape the community days after a wildfire forced the evacuation of the northern Manitoba First Nation.,https://i.cbc.ca/1.7549365.1748792147!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_1180/pukatawagan-via-rail.jpg?im=Resize%3D620,2025-06-01T16:24:12Z,,Dozens of Pukatawagan residents who took a nearly 16-hour train ride to Winnipeg were among the latest to escape the community days after a wildfire forced the evacuation of the northern Manitoba Fir… [+3378 chars],,en,'wildfire evacuation'
