index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.japantimes.co.jp/news/2025/03/01/japan/iwate-wildfire-battle/,https://www.japantimes.co.jp/news/2025/03/01/japan/iwate-wildfire-battle/,0,www.japantimes.co.jp,Japan battles biggest wildfire in decades,"Flames are estimated to have spread over about 1,200 hectares in the forest of Ofunato in the northern region of Iwate since fire broke out on Wednesday.",https://www.japantimes.co.jp/japantimes/uploads/images/2025/03/01/454851.jpg?v=3.1,2025-03-01T03:06:00Z,http://archive.md/20250301150758/https://www.japantimes.co.jp/news/2025/03/01/japan/iwate-wildfire-battle/,"Japan was battling its largest wildfire in more than three decades on Saturday, one of several blazes that have killed one person and forced the evacuation of more than a thousand.
Flames are estima… [+1487 chars]",,en,'forest fire'
https://www.channelnewsasia.com/east-asia/japan-biggest-wildfire-ofunato-iwate-4969296,https://www.channelnewsasia.com/east-asia/japan-biggest-wildfire-ofunato-iwate-4969296,0,www.channelnewsasia.com,Japan battles biggest wildfire in decades,"One person has been killed, and over 1,000 residents in Ofunato, Iwate Prefecture have been evacuated, as of Friday (Feb 28).","https://dam.mediacorp.sg/image/upload/s--hW5Xx9Wd--/f_auto,q_auto/c_fill,g_auto,h_676,w_1200/v1/mediacorp/cna/image/2025/03/01/000_36yv3tb.jpg?itok=n0O69eJR",2025-03-01T04:25:00Z,,"TOKYO: Japan was battling its largest wildfire in more than three decades on Saturday (Mar 1), one of several blazes that have killed one person and forced the evacuation of more than a thousand.
Fl… [+1474 chars]",,en,'wildfire residents'
https://www.lewrockwell.com/2025/03/no_author/what-wildfire-illness-can-teach-us-about-treating-copd/,https://www.lewrockwell.com/2025/03/no_author/what-wildfire-illness-can-teach-us-about-treating-copd/,0,www.lewrockwell.com,What Wildfire Illness Can Teach Us About Treating COPD,"California just experienced a devastating set of wildfires that is on its way to becoming the costliest disaster in US history. As such, a significant national focus has been directed to the series of reprehensible errors and policies that gave rise to the di…",https://www.lewrockwell.com/wp-content/uploads/2025/02/1-5-620x378.webp,2025-03-01T05:01:00Z,,"California just experienced a devastating set of wildfires that is on its way to becoming the costliest disaster in US history. As such, a significant national focus has been directed to the series o… [+9758 chars]",,en,'wildfire disaster'
https://japantoday.com/category/national/more-people-ordered-to-evacuate-as-northeast-japan-wildfire-spreads,https://japantoday.com/category/national/more-people-ordered-to-evacuate-as-northeast-japan-wildfire-spreads,0,japantoday.com,More people ordered to evacuate as northeast Japan wildfire spreads,"Over a hundred more households in northeastern Japan were told to evacuate on Saturday as a wildfire that has been burning for four days continued to spread. The Iwate Prefecture government issued a new order for 333 people from 141 homes to evacuate, adding …",,2025-03-01T07:25:26Z,,"Over a hundred more households in northeastern Japan were told to evacuate on Saturday as a wildfire that has been burning for four days continued to spread.
The Iwate Prefecture government issued a… [+571 chars]",,en,'wildfire house'
https://www.dw.com/en/japan-fights-worst-wildfire-in-decades/a-71791934,https://www.dw.com/en/japan-fights-worst-wildfire-in-decades/a-71791934,0,www.dw.com,Japan fights worst wildfire in decades,The largest wildfire in Japan in more than 30 years is continuing to rage in the north of the country. At least one person is reported to have died in the blaze. A wildfire in the northern Japanese prefecture of Iwate has forced the evacuation of more than a …,https://static.dw.com/image/71782467_6.jpg,2025-03-01T10:10:00Z,http://archive.md/20250301144408/https://www.dw.com/en/japan-fights-worst-wildfire-in-decades/a-71791934,"A wildfire in the northern Japanese prefecture of Iwate has forced the evacuation of more than a thousand people and killed at least one, with some 2,500 firefighters from around the country battling… [+1530 chars]",,en,'wildfire'
https://www.bbc.com/news/articles/c17q59k52eno,https://www.bbc.com/news/articles/c17q59k52eno,0,www.bbc.com,Risk of wildfires 'very high' in parts of Scotland,The fire service said people should avoid lighting any fires outdoors between Saturday and Wednesday.,https://ichef.bbci.co.uk/news/1024/branded_news/97bc/live/2045adf0-f687-11ef-8c03-7dfdbeeb2526.jpg,2025-03-01T11:23:57Z,https://web.archive.org/web/20250301193340/https://www.bbc.com/news/articles/c17q59k52eno,"People in the north and east of Scotland have been urged not to light fires outdoors
A ""very high"" risk warning for wildfires has been issued for the north and east of Scotland over the coming days.… [+3266 chars]",,en,'wildfire'
http://deadline.com/2025/03/hollywood-workers-recovering-wildfires-1236260144/,http://deadline.com/2025/03/hollywood-workers-recovering-wildfires-1236260144/,0,deadline.com,"Hollywood Workers, Still Reeling From Five Years Of Economic Turmoil, Turn To Collective Action In Wake Of L.A. Wildfires","Seriina Covarrubias was baking herself a birthday cake in her Altadena home when the wildfire in Eaton Canyon broke out on the evening of January 7. Within an hour, she lost power and cell service as she and her husband raced to evacuate. “I knew we had to ge…",https://deadline.com/wp-content/uploads/2025/02/Hollywood.jpg?w=1024,2025-03-01T16:00:00Z,https://web.archive.org/web/20250301214208/https://deadline.com/2025/03/hollywood-workers-recovering-wildfires-1236260144/,"Seriina Covarrubias was baking herself a birthday cake in her Altadena home when the wildfire in Eaton Canyon broke out on the evening of January 7. Within an hour, she lost power and cell service as… [+10679 chars]",,en,'wildfire'
https://www.breitbart.com/entertainment/2025/03/01/200000-gift-bag-2025-oscar-nominees-includes-lipo-international-travel-wildfire-disaster-relief/,https://www.breitbart.com/entertainment/2025/03/01/200000-gift-bag-2025-oscar-nominees-includes-lipo-international-travel-wildfire-disaster-relief/,0,www.breitbart.com,"$200,000 Gift Bag for 2025 Oscar Nominees Includes Lipo, Luxury Travel, and Wildfire Disaster Relief","This year's swag bags for Oscar nominees are valued over $200,000, with dozens of gifts ranging from liposuction vouchers to international resort stays -- and in the wake of the historic Los Angeles wildfires, some of the freebies may help victims with repair…",https://media.breitbart.com/media/2025/03/AP25059861809610-640x335.jpg,2025-03-01T17:41:33Z,http://archive.md/20250301192427/https://www.breitbart.com/entertainment/2025/03/01/200000-gift-bag-2025-oscar-nominees-includes-lipo-international-travel-wildfire-disaster-relief/,"This year’s swag bags for Oscar nominees are valued over $200,000, with dozens of gifts ranging from liposuction vouchers to international resort stays — and in the wake of the historic Los Angeles w… [+3174 chars]",,en,'wildfire victims'
https://hiphopdx.com/news/madlib-wildfire-benefit-show-los-angeles-lineup,https://hiphopdx.com/news/madlib-wildfire-benefit-show-los-angeles-lineup,0,hiphopdx.com,"Madlib Taps The Alchemist, Mick Jenkins & More For Second Wildfire Benefit Show In L.A.",Madlib has recruited big names such as The Alchemist and Mick Jenkins for a second wildfire benefit concert in Los Angeles in April.,https://app.hiphopdx.com/wp-content/uploads/2025/02/madlib-taps-the-alchemist-mick-jenkins-for-second-wildfire-benefit-show-in-la.jpg?w=1200,2025-03-01T18:00:23Z,,"Los Angeles, CA - Madlib has assembled a heavyweight lineup of Hip Hop legends for his second Madlove benefit show aimed at helping those affected by the recent wildfires in Los Angeles and this one … [+2164 chars]",,en,'wildfire'
https://northern.starweekly.com.au/news/include-pets-in-your-bushfire-survival-plan/,https://northern.starweekly.com.au/news/include-pets-in-your-bushfire-survival-plan/,0,northern.starweekly.com.au,Include pets in your bushfire survival plan,"RSPCA Victoria and the CFA are urging residents to include pets in their bushfire survival plans, with significant fire activity...
The post Include pets in your bushfire survival plan appeared first on Northern.",https://northern.starweekly.com.au/wp-content/uploads/sites/5/2025/03/doggen_311124_01.jpg,2025-03-01T22:00:02Z,,"RSPCA Victoria and the CFA are urging residents to include pets in their bushfire survival plans, with significant fire activity already impacting the state this summer.
Making sure that you have be… [+2048 chars]",,en,'bushfire'
